strike,lastPrice,lastTradeDate,CP,exp,S0,ttm,exp_month,r,in_out,F,q,imp_vol,w,y
5550.0,1307.66,2025-11-12 18:18:13,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,1.6841108117172032,0.011254877881518957,-0.21266684898844881
5950.0,917.36,2025-11-12 14:36:59,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,1.4499342682513054,0.008342497548608923,-0.14307355718925352
6000.0,869.42,2025-11-12 14:39:39,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,1.4206967170156803,0.008009441118012429,-0.13470530751873686
6125.0,730.92,2025-11-12 17:40:01,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.9250516397072097,0.0033957164131944335,-0.11408602031600122
6350.0,508.86,2025-11-12 18:03:52,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.7444105317176382,0.002198996189413241,-0.07800996384219158
6370.0,487.97,2025-11-12 17:59:08,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.6992651674031857,0.0019403641839024017,-0.07486530716271995
6375.0,478.31,2025-11-12 20:56:22,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.5331262198876884,0.0011278712949672057,-0.07408068570230204
6400.0,453.45,2025-11-12 15:18:27,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.5157682485037643,0.0010556225641454,-0.07016678638116575
6420.0,434.7,2025-11-12 21:00:02,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.5486143663786519,0.0011943560436390862,-0.06704665904492207
6455.0,398.45,2025-11-12 15:18:27,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.45941704771094094,0.0008375556497120515,-0.06160975244818601
6470.0,384.7,2025-11-12 21:00:02,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.49334949656636956,0.0009658481181043265,-0.05928866823398275
6490.0,363.15,2025-11-11 20:01:19,0,2025-11-13,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.4080600581660586,0.0006607659169463774,-0.05620224603079328
6500.0,353.15,2025-11-11 20:01:19,0,2025-11-13,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.3980189513477904,0.0006286471652063283,-0.05466259984520052
6500.0,353.42,2025-11-12 15:23:57,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.41169825799611237,0.0006726010144326726,-0.05466259984520052
6520.0,334.98,2025-11-12 20:30:03,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.4458837243500992,0.000788937681112362,-0.05159040080823032
6545.0,315.05,2025-11-12 18:42:48,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.5187313085841264,0.001067786390894445,-0.04776337738492868
6550.0,310.05,2025-11-12 18:42:48,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.5121322010530532,0.0010407912355374798,-0.04699972709963134
6555.0,300.16,2025-11-12 20:30:03,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.4107766845521944,0.0006695931927448135,-0.04623665953112869
6570.0,284.5,2025-11-12 20:59:58,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.37581276352005843,0.0005604572747007277,-0.04395094425027271
6575.0,278.71,2025-11-12 17:56:25,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.34510053130439977,0.00047259673296261507,-0.04319019868296368
6585.0,271.4,2025-11-12 17:58:14,0,2025-11-14,6850.919921875,0.003968253968253968,2511,0.045,in,6865.1972859566185,-0.4796232579535758,0.4033566721848443,0.000645621448396952,-0.041670441551547484
