strike,lastPrice,lastTradeDate,CP,exp,S0,ttm,exp_month,r,in_out,F,q,imp_vol,w,y
6570.0,268.69,2025-11-10 21:08:33,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.41523595068817337,0.0006842098997774252,-0.037712337390537386
6575.0,263.71,2025-11-10 21:08:33,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.40932156080232845,0.0006648576989589454,-0.0369515918232283
6595.0,244.92,2025-11-10 20:53:50,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.40406706153447275,0.0006478975802266007,-0.03391438371777858
6600.0,238.64,2025-11-10 20:41:06,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.3765011709664236,0.000562512427536064,-0.03315652085467666
6625.0,217.09,2025-11-10 20:49:23,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.39425175119352035,0.0006168033465045931,-0.029375798014770586
6640.0,197.24,2025-11-10 20:52:29,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.3013162813647962,0.0003602837357758295,-0.02711420639871406
6645.0,192.2,2025-11-10 21:03:29,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.2944021293080834,0.0003439389434171962,-0.026361477721847795
6655.0,185.5,2025-11-10 20:11:19,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.3319041181186836,0.00043714422073071847,-0.024857718039981526
6665.0,172.61,2025-11-10 21:03:29,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.2764840658031195,0.0003033469787421576,-0.023356216256384524
6670.0,165.26,2025-11-10 20:59:41,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.22325132028641984,0.00019778234924456192,-0.022606309959524184
6675.0,163.29,2025-11-10 19:54:15,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.2741897397862428,0.0002983333865239981,-0.021856965600743326
6680.0,159.08,2025-11-10 20:41:23,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.27874966751592994,0.0003083387981755614,-0.021108182338502098
6695.0,146.36,2025-11-10 20:40:06,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.285767276152555,0.00032405927031607385,-0.018865190743920675
6700.0,141.5,2025-11-10 21:14:25,0,2025-11-12,6832.43017578125,0.003968253968253968,2511,0.045,in,6822.501339166142,0.41147086295884816,0.28001065783522167,0.0003111347956401332,-0.018118643490136147
