strike,lastPrice,lastTradeDate,CP,exp,S0,ttm,exp_month,r,in_out,F,q,imp_vol
6710.0,167.4,2025-10-28 02:12:02+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.20722582333793457
6720.0,157.46,2025-10-28 02:12:02+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.19859734711638652
6790.0,87.02,2025-10-28 07:00:43+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.11037348281505273
6825.0,60.41,2025-10-28 00:37:11+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.1591212574654277
6830.0,55.11,2025-10-28 02:02:39+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.1479894812572663
6835.0,48.13,2025-10-28 07:01:27+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.12399813787382671
6845.0,44.33,2025-10-28 00:20:36+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.1487471342540856
6850.0,40.14,2025-10-28 00:49:59+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.14348042028180052
6865.0,29.0,2025-10-28 02:12:59+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.13240089768136165
6870.0,23.84,2025-10-28 07:01:27+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.11863619662945346
6875.0,22.7,2025-10-28 07:08:12+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,in,6874.299874988838,0.07653445700457363,0.12733820151161301
6880.0,20.2,2025-10-28 07:09:45+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.1270562569232729
6885.0,16.75,2025-10-28 07:04:25+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.12014671790350422
6895.0,13.0,2025-10-28 07:08:00+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.12141288725274872
6900.0,10.71,2025-10-28 06:46:19+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.11772382376130351
6905.0,9.6,2025-10-28 03:49:06+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.12046260196849573
6910.0,7.3,2025-10-28 06:56:30+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.113807689680742
6915.0,6.7,2025-10-28 07:08:08+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.11812332231429512
6920.0,5.8,2025-10-28 04:12:46+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.1193816881019656
6925.0,4.21,2025-10-28 06:19:04+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.11334568764883916
6930.0,3.72,2025-10-28 01:44:05+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.1159704228352006
6935.0,3.0,2025-10-28 05:49:48+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.11530356187529658
6940.0,2.4,2025-10-28 05:00:31+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.11472022270794802
6950.0,1.85,2025-10-28 06:28:17+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.11953580515981112
6960.0,1.0,2025-10-28 05:26:35+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.11524298819901599
6970.0,0.85,2025-10-28 01:40:14+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.12225640500444127
6975.0,0.75,2025-10-28 07:05:55+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.1246360302936936
6980.0,0.85,2025-10-28 00:28:19+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.1327112226760589
6990.0,0.55,2025-10-28 00:51:36+00:00,0,2025-10-29,6875.16015625,0.003968253968253968,2510,0.045,out,6874.299874988838,0.07653445700457363,0.13282516059550817
6795.0,91.7,2025-10-28 05:54:03+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,in,6874.299874988838,0.060767228502286816,0.15009507916180007
6800.0,90.36,2025-10-28 00:34:52+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,in,6874.299874988838,0.060767228502286816,0.1654831024510769
6820.0,73.1,2025-10-28 02:12:59+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,in,6874.299874988838,0.060767228502286816,0.15399437276714653
6825.0,69.2,2025-10-28 02:12:59+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,in,6874.299874988838,0.060767228502286816,0.15251791234447962
6830.0,65.99,2025-10-28 00:32:52+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,in,6874.299874988838,0.060767228502286816,0.1539245324395242
6835.0,62.8,2025-10-28 03:51:27+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,in,6874.299874988838,0.060767228502286816,0.15491715321305644
6845.0,56.0,2025-10-28 00:38:17+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,in,6874.299874988838,0.060767228502286816,0.15368084575408192
6850.0,52.1,2025-10-28 03:51:27+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,in,6874.299874988838,0.060767228502286816,0.15031391838136676
6880.0,32.21,2025-10-28 01:41:29+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.13661886157987124
6890.0,28.0,2025-10-28 00:49:46+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.13832653434512007
6895.0,25.8,2025-10-28 00:20:56+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.13807214794998116
6900.0,22.24,2025-10-28 01:41:29+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.13156000247322913
6905.0,20.85,2025-10-28 00:40:51+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.1336917469922469
6910.0,17.2,2025-10-28 06:12:13+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.1253872920877025
6915.0,17.1,2025-10-28 00:50:20+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.1323055616164979
6920.0,14.8,2025-10-28 01:12:09+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.12878011628295
6925.0,13.5,2025-10-28 00:28:25+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.1293491264484665
6930.0,11.95,2025-10-28 00:40:51+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.12816516261391822
6935.0,10.8,2025-10-28 00:39:16+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.12846606078380216
6950.0,6.6,2025-10-28 07:07:15+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.12129758108515025
6975.0,3.41,2025-10-28 01:12:09+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.12141157399290689
6980.0,2.85,2025-10-28 06:08:54+00:00,0,2025-10-30,6875.16015625,0.007936507936507936,2510,0.045,out,6874.299874988838,0.060767228502286816,0.12028518867128773
6760.0,128.93,2025-10-28 01:10:00+00:00,0,2025-10-31,6875.16015625,0.011904761904761904,2510,0.045,in,6874.299874988838,0.05551148566819121,0.16113076143399493
6795.0,99.62,2025-10-28 01:10:00+00:00,0,2025-10-31,6875.16015625,0.011904761904761904,2510,0.045,in,6874.299874988838,0.05551148566819121,0.15500642264309641
6800.0,94.32,2025-10-28 06:07:08+00:00,0,2025-10-31,6875.16015625,0.011904761904761904,2510,0.045,in,6874.299874988838,0.05551148566819121,0.14849642557096926
